"Timestamp","Email ID","Branch of Visit","Date of Visit","Time of Visit","Gender","Age Group","How often do you visit our store?","Which of the following categories do you usually shop for?","How satisfied are you with the overall cleanliness of our store?","How would you rate the availability of products you need?","How satisfied are you with the behaviour of our staff?","How would you rate the prices of our products compared to other stores?","Have you used our online shopping platform?","Would you recommend our store to others?","How would you rate our store's return policy?","How satisfied are you with the variety of products available?","How likely are you to visit our store again?","",""
"2024/08/03 10:12:06 AM GMT+5:30","bridgetcardenas@example.org","Mumbai","2023-09-19","08:06 AM","Female","25-34","Weekly","Groceries;Electronics","1","5","5","2","Yes","Yes","5","4","4","",""
"2024/08/03 10:12:34 AM GMT+5:30","joy71@example.org","Pune","2023-06-03","03:44 PM","Male","65 and above","Daily","Groceries;Stationery","4","3","5","3","No","Yes","4","3","1","",""
"2024/08/03 10:13:01 AM GMT+5:30","brandonhumphrey@example.com","Ahmedabad","2023-02-02","09:47 AM","Male","45-54","Occasioanlly","Groceries;Electronics;Home & Kitchen","2","2","1","3","No","No","4","4","4","",""
"2024/08/03 10:13:30 AM GMT+5:30","williamsryan@example.org","Kanpur","2023-06-19","08:39 PM","Male","35-44","Daily","Clothing;Home & Kitchen","2","4","2","4","Yes","Yes","3","2","1","",""
"2024/08/03 10:13:58 AM GMT+5:30","sdavis@example.net","Kanpur","2023-06-23","03:02 PM","Male","25-34","Bi-weekly","Groceries;Electronics;Toys & Games;Stationery","3","5","5","2","No","Yes","2","1","4","",""
"2024/08/03 10:14:26 AM GMT+5:30","sarajensen@example.com","Ludhiana","2023-12-28","07:33 PM","Male","55-64","Weekly","Clothing;Electronics;Hygiene & Sanitation;Stationery","1","1","5","4","Yes","No","5","4","1","",""
"2024/08/03 10:14:56 AM GMT+5:30","zdavila@example.org","Hyderabad","2023-12-29","03:14 PM","Female","25-34","Weekly","Home & Kitchen;Hygiene & Sanitation;Stationery","3","1","3","4","No","Yes","2","4","3","",""
"2024/08/03 10:15:22 AM GMT+5:30","ubrooks@example.com","Trivandrum","2023-08-28","06:43 PM","Male","45-54","Bi-weekly","Toys & Games","3","1","3","3","No","Yes","1","2","4","",""
"2024/08/03 10:15:49 AM GMT+5:30","qrivera@example.com","Hyderabad","2023-06-12","04:59 PM","Female","65 and above","Monthly","Electronics","4","2","4","2","No","No","4","4","3","",""
"2024/08/03 10:16:16 AM GMT+5:30","johnstonelizabeth@example.org","Bangalore","2023-10-13","03:29 PM","Female","65 and above","Occasioanlly","Groceries;Clothing;Home & Kitchen","5","1","5","2","Yes","Yes","3","1","1","",""
"2024/08/03 10:16:47 AM GMT+5:30","barrettlori@example.com","Mumbai","2023-06-27","11:17 AM","Female","35-44","Daily","Electronics;Home & Kitchen;Hygiene & Sanitation","3","3","2","4","Yes","No","5","2","3","",""
"2024/08/03 10:17:16 AM GMT+5:30","colleen58@example.org","Ludhiana","2023-08-31","01:52 PM","Female","55-64","Bi-weekly","Groceries;Electronics;Home & Kitchen;Hygiene & Sanitation;Toys & Games;Stationery","2","4","3","1","Yes","No","2","2","5","",""
"2024/08/03 10:17:49 AM GMT+5:30","groberts@example.com","Surat","2023-12-08","08:32 AM","Female","18-24","Weekly","Hygiene & Sanitation;Stationery","4","5","5","2","Yes","Yes","1","4","5","",""
"2024/08/03 10:18:22 AM GMT+5:30","benjaminstephanie@example.net","Kanpur","2023-04-09","11:23 AM","Female","55-64","Monthly","Groceries;Clothing;Hygiene & Sanitation;Toys & Games","3","3","2","5","Yes","Yes","5","1","2","",""
"2024/08/03 10:18:52 AM GMT+5:30","karen43@example.com","Kolkata","2023-09-02","04:49 PM","Male","18-24","Daily","Home & Kitchen","2","3","5","3","No","No","2","2","4","",""
"2024/08/03 10:19:24 AM GMT+5:30","brian32@example.net","Kanpur","2023-10-22","08:39 PM","Female","65 and above","Weekly","Clothing;Electronics","1","5","4","1","Yes","Yes","5","4","4","",""
"2024/08/03 10:19:53 AM GMT+5:30","tayloremily@example.com","Mumbai","2023-02-20","04:58 PM","Female","18-24","Daily","Groceries;Home & Kitchen;Toys & Games;Stationery","5","2","3","1","No","No","1","4","1","",""
"2024/08/03 10:20:22 AM GMT+5:30","frank00@example.net","Kolkata","2023-03-04","09:08 AM","Male","55-64","Occasioanlly","Home & Kitchen;Hygiene & Sanitation;Toys & Games;Stationery","4","1","2","4","Yes","No","3","2","5","",""
"2024/08/03 10:20:49 AM GMT+5:30","opotter@example.net","Pune","2023-01-29","10:31 AM","Male","65 and above","Occasioanlly","Electronics","2","5","3","4","Yes","No","2","4","1","",""
"2024/08/03 10:21:18 AM GMT+5:30","cynthiabyrd@example.net","Ludhiana","2023-06-06","03:55 PM","Female","45-54","Daily","Hygiene & Sanitation;Toys & Games;Stationery","2","4","5","2","Yes","Yes","5","2","5","",""
"2024/08/03 10:21:45 AM GMT+5:30","mcgrathmichelle@example.org","Dehradun","2023-09-28","05:18 PM","Male","35-44","Weekly","Groceries","1","4","1","1","No","Yes","4","1","1","",""
"2024/08/03 10:22:16 AM GMT+5:30","williamsandrew@example.org","Mumbai","2023-10-27","08:49 AM","Male","25-34","Monthly","Clothing;Hygiene & Sanitation;Stationery","5","3","4","4","No","Yes","4","1","5","",""
"2024/08/03 10:22:44 AM GMT+5:30","mark46@example.com","Kolkata","2023-10-26","06:21 PM","Female","25-34","Bi-weekly","Electronics;Home & Kitchen;Hygiene & Sanitation","4","2","4","5","No","No","5","1","2","",""
"2024/08/03 10:23:10 AM GMT+5:30","william59@example.com","Ahmedabad","2023-03-19","08:11 AM","Female","45-54","Daily","Groceries","5","4","5","3","Yes","No","2","4","1","",""
"2024/08/03 10:23:43 AM GMT+5:30","whammond@example.net","Kanpur","2023-11-01","01:13 PM","Male","25-34","Occasioanlly","Groceries;Clothing;Electronics;Stationery","2","1","4","2","Yes","No","1","2","4","",""
"2024/08/03 10:24:11 AM GMT+5:30","oflores@example.com","Dehradun","2023-01-07","02:51 PM","Female","55-64","Weekly","Clothing;Home & Kitchen","5","1","1","3","No","Yes","5","1","4","",""
"2024/08/03 10:24:39 AM GMT+5:30","hallleroy@example.net","Hyderabad","2023-02-03","10:30 AM","Female","18-24","Weekly","Electronics;Stationery","5","3","3","5","No","No","2","4","2","",""
"2024/08/03 10:25:12 AM GMT+5:30","burgessholly@example.org","Pune","2023-04-27","02:29 PM","Male","35-44","Monthly","Groceries;Home & Kitchen;Hygiene & Sanitation;Stationery","2","4","5","1","No","No","2","5","5","",""
"2024/08/03 10:25:39 AM GMT+5:30","ijackson@example.net","Mumbai","2023-01-07","05:18 PM","Male","Under 18","Occasioanlly","Groceries;Toys & Games;Stationery","4","5","3","4","No","No","2","5","5","",""
"2024/08/03 10:26:06 AM GMT+5:30","brendarussell@example.org","Ahmedabad","2023-02-09","04:17 PM","Female","55-64","Monthly","Groceries","5","5","2","5","Yes","No","1","3","1","",""
"2024/08/03 10:26:34 AM GMT+5:30","erinswanson@example.org","Kanpur","2023-08-16","05:43 PM","Female","55-64","Weekly","Groceries;Hygiene & Sanitation","5","2","4","3","No","Yes","3","5","2","",""
"2024/08/03 10:27:07 AM GMT+5:30","howardterrance@example.net","Lucknow","2023-08-14","10:06 AM","Female","35-44","Daily","Clothing;Stationery","4","5","4","3","Yes","Yes","3","4","1","",""
"2024/08/03 10:27:36 AM GMT+5:30","gravescatherine@example.net","Bangalore","2023-08-29","12:34 PM","Male","Under 18","Occasioanlly","Groceries;Stationery","3","4","3","3","Yes","No","4","4","3","",""
"2024/08/03 10:28:04 AM GMT+5:30","christopher35@example.com","Trivandrum","2023-10-04","09:39 AM","Male","18-24","Weekly","Clothing;Hygiene & Sanitation","4","4","5","3","Yes","Yes","1","3","2","",""
"2024/08/03 10:28:30 AM GMT+5:30","masonnicholas@example.net","Dehradun","2023-11-14","07:20 PM","Female","25-34","Bi-weekly","Clothing","2","4","4","5","Yes","Yes","5","1","4","",""
"2024/08/03 10:28:59 AM GMT+5:30","yavery@example.org","Kolkata","2023-11-13","12:18 PM","Female","55-64","Bi-weekly","Groceries;Clothing;Electronics;Home & Kitchen;Hygiene & Sanitation;Toys & Games","5","5","2","5","Yes","Yes","4","5","2","",""
"2024/08/03 10:29:28 AM GMT+5:30","craigsteele@example.org","Kolkata","2023-11-26","05:09 PM","Female","35-44","Weekly","Groceries;Electronics;Home & Kitchen;Hygiene & Sanitation;Stationery","2","3","4","1","Yes","Yes","5","1","4","",""
"2024/08/03 10:29:58 AM GMT+5:30","ronaldgarrison@example.net","Mumbai","2023-08-19","01:40 PM","Female","45-54","Bi-weekly","Electronics;Hygiene & Sanitation","3","2","5","4","Yes","Yes","4","5","4","",""
"2024/08/03 10:30:27 AM GMT+5:30","chrispalmer@example.net","Ludhiana","2023-09-14","05:18 PM","Female","35-44","Daily","Electronics;Hygiene & Sanitation;Toys & Games;Stationery","2","1","3","1","Yes","No","4","4","4","",""
"2024/08/03 10:30:56 AM GMT+5:30","barnespatricia@example.com","Kanpur","2023-09-18","12:13 PM","Male","45-54","Monthly","Hygiene & Sanitation;Stationery","4","1","4","4","No","Yes","4","2","2","",""
"2024/08/03 10:31:23 AM GMT+5:30","gilmorebobby@example.net","Bangalore","2023-06-01","02:59 PM","Male","45-54","Daily","Clothing;Electronics;Home & Kitchen","5","4","2","4","Yes","No","3","4","5","",""
"2024/08/03 10:31:52 AM GMT+5:30","uwalker@example.com","Lucknow","2023-03-21","08:18 PM","Male","65 and above","Weekly","Groceries;Electronics;Hygiene & Sanitation;Stationery","5","5","2","3","Yes","No","1","5","2","",""
"2024/08/03 10:32:19 AM GMT+5:30","tina83@example.com","Lucknow","2023-03-07","11:46 AM","Male","45-54","Weekly","Groceries;Electronics;Home & Kitchen;Hygiene & Sanitation;Toys & Games;Stationery","3","4","3","3","Yes","Yes","3","2","1","",""
"2024/08/03 10:32:47 AM GMT+5:30","bjohnson@example.org","Ahmedabad","2023-02-25","08:29 PM","Female","45-54","Weekly","Groceries;Stationery","3","1","1","4","No","No","1","1","3","",""
"2024/08/03 10:33:16 AM GMT+5:30","oparker@example.net","Kolkata","2023-06-22","12:53 PM","Male","25-34","Weekly","Home & Kitchen;Stationery","5","1","1","1","Yes","Yes","2","2","3","",""
"2024/08/03 10:33:44 AM GMT+5:30","aallen@example.org","Dehradun","2023-11-16","09:31 AM","Male","65 and above","Weekly","Clothing;Electronics;Home & Kitchen;Hygiene & Sanitation","1","5","4","1","Yes","Yes","4","4","5","",""
"2024/08/03 10:34:13 AM GMT+5:30","sthompson@example.net","Hyderabad","2023-01-24","12:00 PM","Female","35-44","Weekly","Electronics;Stationery","2","4","4","4","No","No","5","3","1","",""
"2024/08/03 10:34:42 AM GMT+5:30","pearsonsherry@example.com","Mumbai","2023-12-12","07:49 PM","Female","55-64","Occasioanlly","Groceries;Electronics;Toys & Games;Stationery","2","5","1","1","No","Yes","1","5","2","",""
"2024/08/03 10:35:11 AM GMT+5:30","pamela83@example.com","Bangalore","2023-02-13","07:23 PM","Male","18-24","Daily","Clothing;Electronics;Hygiene & Sanitation;Stationery","4","1","3","5","No","No","4","3","3","",""
"2024/08/03 10:35:40 AM GMT+5:30","paulkristina@example.net","Chennai","2023-09-23","08:27 PM","Male","Under 18","Weekly","Groceries;Toys & Games;Stationery","3","1","5","3","No","No","5","5","5","",""
"2024/08/03 10:36:09 AM GMT+5:30","yustephanie@example.net","Surat","2023-12-26","04:14 PM","Female","Under 18","Weekly","Hygiene & Sanitation;Stationery","2","5","1","2","No","No","3","3","4","",""
"2024/08/03 10:36:40 AM GMT+5:30","conwayanthony@example.com","Dehradun","2023-03-10","07:46 PM","Male","25-34","Weekly","Groceries;Home & Kitchen;Toys & Games","2","5","1","5","No","Yes","1","4","2","",""
"2024/08/03 10:37:10 AM GMT+5:30","jvalencia@example.org","Pune","2023-07-29","10:04 AM","Male","65 and above","Monthly","Clothing;Hygiene & Sanitation;Stationery","1","1","2","3","Yes","No","2","5","5","",""
"2024/08/03 10:37:37 AM GMT+5:30","brandonpeters@example.com","Lucknow","2023-03-18","04:26 PM","Male","55-64","Monthly","Stationery","4","1","1","1","Yes","No","3","2","3","",""
"2024/08/03 10:38:08 AM GMT+5:30","scarter@example.net","Kolkata","2023-07-30","02:54 PM","Male","55-64","Monthly","Home & Kitchen","1","2","3","1","No","Yes","3","3","5","",""
"2024/08/03 10:38:36 AM GMT+5:30","brittanychristensen@example.net","Ahmedabad","2023-05-01","01:49 PM","Male","25-34","Daily","Groceries;Stationery","5","3","5","5","Yes","Yes","5","3","3","",""
"2024/08/03 10:39:02 AM GMT+5:30","hhill@example.com","Lucknow","2023-08-24","06:07 PM","Male","65 and above","Daily","Stationery","4","4","5","4","No","Yes","1","1","1","",""
"2024/08/03 10:39:32 AM GMT+5:30","lowesamantha@example.net","Kolkata","2023-08-24","10:16 AM","Female","35-44","Occasioanlly","Groceries;Home & Kitchen;Hygiene & Sanitation","1","2","1","4","No","Yes","3","2","4","",""
"2024/08/03 10:40:00 AM GMT+5:30","ijames@example.com","Trivandrum","2023-01-23","08:48 AM","Male","35-44","Bi-weekly","Groceries;Toys & Games","4","4","4","5","Yes","No","1","2","4","",""
"2024/08/03 10:40:27 AM GMT+5:30","longchristopher@example.net","Ahmedabad","2023-02-03","04:19 PM","Female","65 and above","Occasioanlly","Groceries;Hygiene & Sanitation;Toys & Games","3","2","5","3","No","Yes","5","3","3","",""
"2024/08/03 10:40:58 AM GMT+5:30","lori88@example.net","Chennai","2023-09-04","03:48 PM","Male","45-54","Weekly","Clothing;Home & Kitchen;Hygiene & Sanitation","5","3","1","5","No","Yes","1","4","5","",""
"2024/08/03 10:41:25 AM GMT+5:30","gharrell@example.net","Ludhiana","2023-10-12","07:12 PM","Male","35-44","Monthly","Groceries","3","5","4","2","Yes","Yes","3","1","3","",""
"2024/08/03 10:41:52 AM GMT+5:30","alee@example.net","Ludhiana","2023-01-10","03:25 PM","Female","Under 18","Bi-weekly","Groceries;Clothing;Home & Kitchen","5","4","1","2","No","Yes","5","3","2","",""
"2024/08/03 10:42:22 AM GMT+5:30","nvega@example.net","Jaipur","2023-03-03","02:41 PM","Male","35-44","Monthly","Groceries;Clothing;Home & Kitchen;Toys & Games;Stationery","4","3","2","4","No","No","3","4","3","",""
"2024/08/03 10:42:49 AM GMT+5:30","owilliams@example.com","Kolkata","2023-02-25","01:40 PM","Male","Under 18","Occasioanlly","Clothing;Home & Kitchen;Stationery","1","2","5","5","Yes","Yes","4","1","1","",""
"2024/08/03 10:43:22 AM GMT+5:30","hchase@example.org","Pune","2023-03-31","02:10 PM","Female","18-24","Weekly","Groceries;Hygiene & Sanitation;Stationery","1","3","4","4","No","Yes","4","2","3","",""
"2024/08/03 10:43:50 AM GMT+5:30","amydixon@example.net","Jaipur","2023-09-17","01:11 PM","Female","35-44","Monthly","Clothing;Electronics;Home & Kitchen;Hygiene & Sanitation;Toys & Games;Stationery","3","5","4","1","Yes","No","1","4","5","",""
"2024/08/03 10:44:21 AM GMT+5:30","alandecker@example.net","Ludhiana","2023-12-14","11:02 AM","Male","35-44","Monthly","Clothing;Electronics;Stationery","2","1","4","4","Yes","Yes","1","2","5","",""
"2024/08/03 10:44:51 AM GMT+5:30","reynoldslindsey@example.net","Delhi","2023-12-18","08:22 PM","Male","18-24","Occasioanlly","Clothing;Electronics;Stationery","4","3","1","1","Yes","No","5","3","4","",""
"2024/08/03 10:45:22 AM GMT+5:30","nmcintosh@example.com","Chennai","2023-04-10","12:07 PM","Male","25-34","Bi-weekly","Groceries;Clothing;Stationery","4","3","3","1","Yes","No","4","2","3","",""
"2024/08/03 10:45:59 AM GMT+5:30","williamsdavid@example.net","Kanpur","2023-10-03","12:30 PM","Male","45-54","Bi-weekly","Groceries;Electronics;Toys & Games;Stationery","2","1","4","3","No","Yes","2","4","2","",""
"2024/08/03 10:46:32 AM GMT+5:30","williamsjulie@example.net","Trivandrum","2023-03-13","08:53 PM","Male","18-24","Bi-weekly","Toys & Games;Stationery","4","4","3","1","Yes","Yes","4","2","4","",""
"2024/08/03 10:47:05 AM GMT+5:30","catherine11@example.org","Bangalore","2023-12-05","03:43 PM","Female","35-44","Occasioanlly","Home & Kitchen;Hygiene & Sanitation;Toys & Games;Stationery","1","3","5","3","No","Yes","2","4","4","",""
"2024/08/03 10:47:35 AM GMT+5:30","ujones@example.net","Lucknow","2023-11-08","06:38 PM","Female","18-24","Weekly","Groceries;Hygiene & Sanitation;Stationery","5","5","3","2","Yes","No","2","2","2","",""
"2024/08/03 10:48:02 AM GMT+5:30","jeanlove@example.com","Mumbai","2023-05-25","11:54 AM","Female","45-54","Bi-weekly","Hygiene & Sanitation","2","3","5","4","Yes","No","3","5","3","",""
"2024/08/03 10:48:32 AM GMT+5:30","grhodes@example.net","Pune","2023-12-17","06:02 PM","Male","55-64","Occasioanlly","Clothing;Electronics;Toys & Games;Stationery","1","5","5","5","Yes","No","4","3","2","",""
"2024/08/03 10:49:03 AM GMT+5:30","gouldmaria@example.com","Ludhiana","2023-04-30","07:23 PM","Male","18-24","Bi-weekly","Home & Kitchen;Toys & Games;Stationery","3","4","3","3","Yes","Yes","2","4","3","",""
"2024/08/03 10:49:30 AM GMT+5:30","ibarramelanie@example.org","Hyderabad","2023-08-04","08:51 PM","Male","45-54","Bi-weekly","Stationery","3","5","5","2","Yes","Yes","4","3","3","",""
"2024/08/03 10:50:03 AM GMT+5:30","alex44@example.com","Bangalore","2023-03-19","08:56 AM","Male","18-24","Monthly","Groceries;Clothing;Electronics;Hygiene & Sanitation;Toys & Games;Stationery","2","3","3","1","Yes","Yes","2","2","5","",""
"2024/08/03 10:50:29 AM GMT+5:30","andrew05@example.org","Lucknow","2023-06-01","03:54 PM","Male","25-34","Daily","Groceries","3","3","5","1","Yes","Yes","2","5","5","",""
"2024/08/03 10:51:02 AM GMT+5:30","alan03@example.com","Trivandrum","2023-04-29","08:05 AM","Female","18-24","Occasioanlly","Hygiene & Sanitation;Stationery","4","5","2","1","No","Yes","2","4","2","",""
"2024/08/03 10:51:30 AM GMT+5:30","harveyjames@example.net","Kanpur","2023-10-06","05:59 PM","Female","55-64","Monthly","Clothing;Electronics","1","2","5","1","No","No","2","1","4","",""
"2024/08/03 10:52:01 AM GMT+5:30","wparker@example.org","Lucknow","2023-01-20","01:49 PM","Male","Under 18","Daily","Groceries;Clothing;Home & Kitchen;Toys & Games;Stationery","5","5","3","1","Yes","Yes","1","1","4","",""
"2024/08/03 10:52:33 AM GMT+5:30","audreyking@example.org","Jaipur","2023-11-20","06:20 PM","Male","55-64","Bi-weekly","Electronics;Toys & Games;Stationery","3","3","2","4","Yes","Yes","1","5","3","",""
"2024/08/03 10:53:02 AM GMT+5:30","obrienmarcus@example.net","Kanpur","2023-08-20","05:27 PM","Female","25-34","Bi-weekly","Clothing;Home & Kitchen;Hygiene & Sanitation;Stationery","2","3","4","3","No","Yes","1","4","4","",""
"2024/08/03 10:53:32 AM GMT+5:30","andrew88@example.com","Mumbai","2023-08-30","01:59 PM","Female","25-34","Daily","Groceries;Clothing;Electronics;Hygiene & Sanitation;Toys & Games","2","3","1","5","Yes","No","3","3","1","",""
"2024/08/03 10:54:01 AM GMT+5:30","jcampbell@example.org","Kanpur","2023-08-22","03:04 PM","Male","18-24","Daily","Clothing;Electronics;Home & Kitchen;Stationery","1","2","5","4","Yes","Yes","4","4","1","",""
"2024/08/03 10:54:29 AM GMT+5:30","codymeyer@example.org","Jaipur","2023-10-27","10:55 AM","Female","Under 18","Monthly","Home & Kitchen;Toys & Games","1","2","3","5","Yes","No","3","2","2","",""
"2024/08/03 10:54:57 AM GMT+5:30","swansonryan@example.com","Mumbai","2023-05-19","09:10 AM","Female","35-44","Weekly","Groceries;Electronics;Home & Kitchen;Hygiene & Sanitation","3","2","1","4","Yes","No","2","2","3","",""
"2024/08/03 10:55:30 AM GMT+5:30","daniel81@example.org","Ludhiana","2023-06-06","09:53 AM","Female","Under 18","Weekly","","2","5","3","5","No","No","3","3","2","",""
"2024/08/03 10:55:59 AM GMT+5:30","mallen@example.org","Pune","2023-01-08","02:50 PM","Female","Under 18","Weekly","Home & Kitchen;Toys & Games","2","3","1","4","No","No","4","4","3","",""
"2024/08/03 10:56:27 AM GMT+5:30","danielwilkinson@example.com","Pune","2023-07-03","02:34 PM","Female","Under 18","Monthly","Groceries;Electronics;Hygiene & Sanitation;Toys & Games","5","5","1","3","No","No","4","3","5","",""
"2024/08/03 10:56:58 AM GMT+5:30","kyle42@example.org","Bangalore","2023-01-26","04:33 PM","Female","55-64","Monthly","Groceries;Electronics;Stationery","4","4","4","4","Yes","No","4","3","2","",""
"2024/08/03 10:57:29 AM GMT+5:30","zmarshall@example.net","Lucknow","2023-02-28","03:34 PM","Male","Under 18","Monthly","Groceries;Clothing;Electronics;Home & Kitchen;Hygiene & Sanitation","3","3","3","1","Yes","No","5","5","3","",""
"2024/08/03 10:57:59 AM GMT+5:30","armstrongashley@example.net","Kolkata","2023-09-10","08:27 PM","Male","35-44","Occasioanlly","Groceries;Home & Kitchen;Hygiene & Sanitation","2","5","3","4","No","No","4","3","2","",""
